@relation atp_matches_2018

@attribute surface {Hard,Clay,Grass}
@attribute winner {Player1,Player2}
@attribute winner_hand {R,L,U}
@attribute winner_ioc {USA,UZB,AUS,GER,UKR,ARG,KOR,GBR,BUL,CRO,RUS,ESP,ITA,BIH,FRA,GRE,SLO,AUT,BRA,SRB,KAZ,HUN,CHI,NED,BLR,IND,RSA,CAN,URU,POR,CZE,SVK,LTU,LUX,NOR,TUN,CYP,BEL,JPN,SUI,ECU,NZL,CHN,COL,DOM,PAK,ISR,SWE,PER,EGY,ESA,EST,ALG,MAR,HKG,DEN,IRL,LIB,TPE,PHI,INA,MEX,ROU,POL,SRI,THA,FIN,ZIM,TUR,VEN,GUA,MDA,LAT}
@attribute winner_age numeric
@attribute loser_hand {R,L,U}
@attribute loser_ioc {ARG,AUS,BIH,USA,LUX,CAN,GER,KOR,UZB,UKR,GBR,BUL,ESP,ITA,ISR,QAT,AUT,SRB,CZE,DOM,TUN,RUS,FRA,SLO,CRO,GRE,BEL,ROU,MDA,IND,BRA,HUN,CHI,BLR,KAZ,NED,RSA,JPN,CHN,NZL,NOR,URU,POR,SVK,LTU,SWE,CYP,SUI,ECU,BAR,BOL,PER,ESA,EST,GEO,IRI,IRL,DEN,TPE,LIB,INA,PHI,PUR,POL,THA,SRI,FIN,TUR,ZIM,GUA,VEN,LAT,MEX,COL,PAK,EGY,HKG,MAR,ALG,MON}
@attribute loser_age numeric
@attribute w_ace numeric
@attribute w_SvGms numeric
@attribute l_ace numeric
@attribute l_SvGms numeric
@attribute winner_rank numeric
@attribute loser_rank numeric

@data
Hard,Player1,R,KOR,21.66,R,SRB,30.65,1,18,2,18,58,14
Hard,Player1,R,CZE,32.33,R,ITA,30.65,10,14,3,13,20,25
Hard,Player1,R,SUI,36.44,R,HUN,25.94,6,15,5,15,2,80
Hard,Player1,R,CRO,29.3,L,ESP,31.62,20,20,3,20,6,1
Hard,Player1,R,GBR,23.02,R,BUL,26.67,13,19,7,19,49,3
Hard,Player1,R,KOR,21.66,R,USA,26.49,7,16,12,15,58,97
Hard,Player1,R,SUI,36.44,R,CZE,32.33,15,16,4,15,2,20
Hard,Player1,R,CRO,29.3,R,GBR,23.02,11,14,7,14,6,49
Hard,Player1,R,SUI,36.44,R,KOR,21.66,9,7,1,7,2,58
Hard,Player1,R,SUI,36.44,R,CRO,29.3,24,23,16,22,2,6
Clay,Player1,L,AUT,27.56,R,BLR,23.94,4,15,8,15,98,190
Clay,Player1,R,AUT,24.42,U,BLR,28.93,5,9,4,9,6,389
Clay,Player1,R,AUT,24.42,R,BLR,23.94,8,11,6,11,6,190
Clay,Player1,R,AUT,24.43,R,BLR,24.91,4,9,4,9,200,426
Clay,Player1,R,CHI,22.31,U,ECU,29.92,10,9,5,8,95,597
Clay,Player1,L,ECU,25.94,R,CHI,24.77,0,15,3,15,281,405
Clay,Player1,R,CHI,22.31,L,ECU,25.94,7,11,2,11,95,281
Hard,Player1,R,NZL,30.78,R,CHN,26.39,10,14,4,14,308,253
Hard,Player1,R,CHN,27.58,R,NZL,30.3,8,14,10,13,194,?
Hard,Player1,R,CHN,18.31,R,NZL,30.78,4,13,4,13,309,308
Hard,Player1,U,COL,21.63,L,BAR,32.08,2,8,2,8,292,?
Hard,Player1,R,COL,28.99,R,BAR,25.77,3,11,2,10,328,169
Hard,Player1,R,COL,27.61,?,BAR,19.12,2,8,0,7,388,?
Hard,Player1,U,DOM,27.89,R,BRA,24.29,8,15,9,15,284,365
Hard,Player1,L,BRA,23.68,R,DOM,24.43,2,16,6,16,117,468
Hard,Player1,U,DOM,27.89,L,BRA,23.68,5,11,9,11,284,117
Hard,Player1,R,BRA,24.29,R,DOM,24.43,3,15,3,14,365,468
Grass,Player1,R,PAK,37.88,R,KOR,20.17,20,14,6,14,?,178
Grass,Player1,R,PAK,38.01,R,KOR,20.59,4,17,7,17,1753,776
Grass,Player1,U,PAK,27.53,?,KOR,16.28,3,12,1,12,1753,?
Hard,Player1,R,RSA,20.94,U,ISR,20.88,12,11,3,11,289,254
Hard,Player1,R,ISR,32.83,R,RSA,26.99,6,16,14,15,97,325
Hard,Player1,R,ISR,32.83,R,RSA,20.94,0,10,1,9,97,289
Hard,Player1,U,ISR,20.88,R,RSA,26.99,4,11,3,10,254,325
Hard,Player1,R,SWE,19.4,R,UKR,32.07,0,10,7,10,396,113
Hard,Player1,R,SWE,21.82,U,UKR,30,2,9,0,8,135,505
Hard,Player1,R,UKR,32.07,R,SWE,21.82,13,10,8,10,113,135
Hard,Player1,R,SWE,19.4,U,UKR,30,0,9,0,9,396,505
Hard,Player1,R,GER,20.79,R,AUS,18.96,15,27,6,26,5,139
Hard,Player1,R,AUS,22.77,R,GER,27.78,21,15,11,15,14,58
Hard,Player1,R,GER,20.79,R,AUS,22.77,15,14,13,14,5,14
Clay,Player1,R,CRO,21.22,R,CAN,27.61,7,17,10,17,47,85
Clay,Player1,L,CAN,18.8,R,ITA,27.37,10,14,1,14,48,181
Clay,Player1,R,CRO,21.22,L,CAN,18.8,5,15,3,15,47,48
Hard,Player1,R,NED,29.37,L,FRA,29.6,15,15,4,15,369,25
Hard,Player1,R,FRA,31.63,R,NED,30.83,15,22,10,21,33,42
Hard,Player1,L,FRA,29.6,R,NED,30.83,21,29,19,29,25,42
Clay,Player1,L,ESP,30.05,L,GBR,24.08,3,16,3,15,21,165
Clay,Player1,L,GBR,22.45,R,ESP,29.8,8,22,1,22,114,23
Clay,Player1,L,ESP,30.05,L,GBR,22.45,4,20,4,20,21,114
Hard,Player1,L,BEL,30.05,R,HUN,25.98,11,21,11,20,120,63
Hard,Player1,R,BEL,27.16,R,HUN,29.35,11,13,5,13,7,227
Hard,Player1,R,BEL,27.16,R,HUN,25.98,8,20,10,19,7,63
Hard,Player1,U,HUN,18.31,R,BEL,23.67,5,11,4,10,521,248
Hard,Player1,R,ITA,30.7,R,JPN,25.02,13,23,5,23,22,100
Hard,Player1,R,JPN,29.37,R,ITA,33.95,11,25,11,25,41,78
Hard,Player1,R,ITA,30.7,R,JPN,29.37,12,25,14,24,22,41
Hard,Player1,R,KAZ,21.28,R,SUI,25.84,7,21,13,20,231,123
Hard,Player1,R,KAZ,30.11,U,SUI,22.91,5,18,6,17,73,485
Hard,Player1,U,SUI,21.61,R,KAZ,21.4,8,8,1,8,606,707
Hard,Player1,R,KAZ,21.28,U,SUI,22.91,5,10,4,9,231,485
Clay,Player1,R,USA,30.32,R,SRB,22.67,20,21,11,21,12,88
Clay,Player1,R,USA,32.77,R,SRB,27.59,24,26,9,26,18,84
Clay,Player1,R,SRB,23.42,R,USA,28.11,5,10,6,9,230,50
Clay,Player1,R,PER,25.94,R,BOL,24.64,2,8,4,8,1428,240
Clay,Player1,R,PER,22.33,U,BOL,29.68,19,11,7,11,482,590
Clay,Player1,U,PER,22.54,R,BOL,28,?,?,?,?,878,1290
Clay,Player1,U,ESP,22.28,R,PER,29.03,?,?,?,?,1581,716
Hard,Player1,R,EGY,27.38,R,NOR,18.92,4,9,3,8,208,1488
Hard,Player1,R,EGY,26.82,U,NOR,20.88,4,8,3,8,237,408
Hard,Player1,U,EGY,19.67,U,NOR,18.67,6,8,3,8,296,?
Hard,Player1,R,URU,32.09,U,ESA,23.18,3,8,1,8,32,?
Hard,Player1,R,ESA,27.3,R,URU,26.06,5,17,11,16,207,305
Hard,Player1,R,URU,32.09,R,ESA,27.3,5,10,3,10,32,207
Hard,Player1,U,URU,22.95,R,ESA,18.02,1,8,0,7,?,?
Hard,Player1,R,LTU,26.48,R,EST,29.85,12,10,6,10,279,171
Hard,Player1,R,LTU,27.62,L,EST,19.84,4,12,4,12,116,896
Hard,Player1,R,EST,29.85,?,LTU,14.53,0,7,0,6,171,?
Clay,Player1,R,ALG,33.12,U,GEO,25.09,2,9,3,9,591,1082
Clay,Player1,U,MAR,20.4,R,RUS,25.95,3,14,0,13,698,57
Clay,Player1,R,ALG,33.12,R,RUS,25.95,?,?,?,?,591,57
Hard,Player1,U,HKG,19.19,R,IRI,27.66,6,11,1,11,1519,1331
Hard,Player1,U,HKG,19.43,U,IRI,27.5,2,9,0,8,1015,?
Hard,Player1,U,HKG,24.38,U,IRI,19.15,2,8,0,7,1221,?
Hard,Player1,R,DEN,34.44,R,IRL,18.24,4,11,3,10,559,895
Hard,Player1,R,IRL,22.35,U,DEN,27.07,2,14,4,14,840,943
Hard,Player1,R,DEN,34.44,R,IRL,22.35,4,7,0,7,559,840
Hard,Player1,U,DEN,27.07,R,IRL,18.24,?,?,?,?,943,895
Hard,Player1,U,GER,23,U,TPE,22.84,1,16,3,15,504,699
Hard,Player1,?,LIB,19.46,U,TPE,21.4,4,10,1,9,1070,598
Hard,Player1,R,TPE,16.49,U,LIB,19.35,0,6,0,6,?,?
Hard,Player1,R,TPE,34.34,U,TPE,21.37,?,?,?,?,322,?
Hard,Player1,R,PHI,18.72,R,INA,17.21,4,9,1,8,1371,?
Hard,Player1,U,INA,26.54,R,PHI,24.86,5,10,2,10,1402,1570
Hard,Player1,R,PHI,18.72,U,INA,26.54,9,10,2,9,1371,1402
Hard,Player1,U,PHI,18.61,U,INA,20.7,5,9,1,9,?,1535
Hard,Player1,R,MEX,27.08,?,PUR,?,7,11,0,11,560,?
Hard,Player1,R,MEX,24.33,?,PUR,20.51,2,10,0,9,951,?
Hard,Player1,R,MEX,27.08,?,PUR,?,3,9,0,9,560,?
Hard,Player1,R,MEX,24.33,?,PUR,?,5,10,0,10,951,?
Hard,Player1,R,LUX,24.8,R,ROU,20.22,3,14,1,14,?,596
Hard,Player1,R,ROU,27.3,?,LUX,23.13,10,9,3,8,94,?
Hard,Player1,R,ROU,27.3,R,LUX,24.8,8,7,1,7,94,?
Hard,Player1,L,ROU,20.83,?,LUX,23.13,7,9,2,8,797,?
Hard,Player1,R,SLO,28.55,R,POL,20.98,2,11,2,11,52,224
Hard,Player1,R,POL,22.06,L,SLO,27.33,6,9,3,9,213,195
Hard,Player1,R,SLO,28.55,R,POL,22.06,?,?,?,?,52,213
Hard,Player1,R,POL,20.98,R,SLO,27.57,?,?,?,?,224,831
Clay,Player1,R,SRI,21.72,R,THA,21.21,1,11,0,11,1455,1408
Clay,Player1,R,THA,22.83,?,SRI,22.59,10,9,6,9,458,1674
Clay,Player1,R,THA,22.83,U,SRI,21.98,7,9,2,9,458,?
Clay,Player1,R,THA,21.21,?,SRI,22.59,3,10,4,10,1408,1674
Hard,Player1,R,TUN,34.04,R,FIN,28.67,6,10,0,10,109,643
Hard,Player1,R,FIN,18.84,U,TUN,20.86,2,9,2,8,611,682
Hard,Player1,R,TUN,34.04,R,FIN,18.84,4,8,1,8,109,611
Hard,Player1,R,FIN,28.67,R,TUN,25.07,?,?,?,?,643,526
Hard,Player1,R,ZIM,24.92,U,TUR,21.41,6,13,7,13,463,422
Hard,Player1,R,ZIM,27.41,R,TUR,22.46,1,11,2,11,502,260
Hard,Player1,R,TUR,20.65,R,ZIM,18.25,?,?,?,?,867,?
Hard,Player1,R,VEN,24.77,R,GUA,25.08,2,12,5,12,838,860
Hard,Player1,R,GUA,27.89,U,VEN,28.05,7,9,1,8,630,1438
Hard,Player1,R,VEN,24.77,R,GUA,27.89,5,13,8,12,838,630
Hard,Player1,R,ESP,20.5,R,SVK,27.48,8,12,6,12,190,137
Hard,Player1,R,FRA,28.75,L,GER,30.46,9,10,2,10,44,53
Hard,Player1,R,AUS,28.65,R,JPN,29.38,3,16,1,15,109,41
Hard,Player1,R,FRA,36.04,R,GER,33.16,3,9,9,10,105,125
Hard,Player1,R,FRA,30.98,R,GRE,19.49,7,17,16,17,91,78
Hard,Player1,R,RUS,20.3,R,ESP,34.67,4,10,3,10,36,69
Hard,Player1,R,FRA,31.64,R,RUS,21.98,2,7,1,8,33,56
Hard,Player1,R,FRA,26.89,L,FRA,30.69,11,17,4,17,76,146
Hard,Player1,L,BEL,30.06,R,FRA,23.02,4,8,2,7,121,148
Hard,Player1,R,RUS,21.71,R,ESP,35.85,11,16,3,15,49,39
Hard,Player1,R,LTU,27.63,R,FRA,36.13,10,11,11,10,117,55
Hard,Player1,R,FRA,33.11,U,GER,28.27,6,15,0,14,64,142
Hard,Player1,R,FRA,23.95,R,ESP,20.5,5,8,0,7,17,190
Hard,Player1,R,FRA,28.75,R,AUS,28.65,17,11,3,11,44,109
Hard,Player1,R,FRA,32.8,R,FRA,36.04,17,18,5,18,19,105
Hard,Player1,R,RUS,20.3,R,FRA,30.98,9,8,6,7,36,91
Hard,Player1,R,FRA,31.64,R,FRA,26.89,9,17,14,16,33,76
Hard,Player1,R,BIH,25.71,L,BEL,30.06,0,11,3,11,30,121
Hard,Player1,R,RUS,21.71,R,LTU,27.63,13,10,2,10,49,117
Hard,Player1,R,BEL,27.16,R,FRA,33.11,7,9,3,9,7,64
Hard,Player1,R,FRA,23.95,R,FRA,28.75,5,9,4,8,17,44
Hard,Player1,R,FRA,32.8,R,RUS,20.3,13,11,4,11,19,36
Hard,Player1,R,FRA,31.64,R,BIH,25.71,2,9,3,9,33,30
Hard,Player1,R,BEL,27.16,R,RUS,21.71,8,10,12,10,7,49
Hard,Player1,R,FRA,23.95,R,FRA,32.8,3,8,10,9,17,19
Hard,Player1,R,FRA,31.64,R,BEL,27.16,8,12,5,13,33,7
Hard,Player1,R,FRA,23.95,R,FRA,31.64,10,11,4,11,17,33
Clay,Player1,L,ECU,25.95,U,GER,26.23,0,10,5,11,282,113
Clay,Player1,L,AUT,27.57,R,ITA,25.35,8,9,8,9,98,99
Clay,Player1,R,DOM,37.51,L,BRA,30.1,5,14,8,14,86,108
Clay,Player1,R,NOR,19.12,R,ARG,35.01,4,9,3,9,122,119
Clay,Player1,L,ITA,27.69,R,CAN,29.64,4,10,3,9,159,141
Clay,Player1,L,BRA,23.69,L,ARG,32.78,4,11,4,11,118,66
Clay,Player1,R,CHI,22.32,L,ARG,27.94,10,16,3,16,95,195
Clay,Player1,U,ITA,26.14,R,ESP,32.04,14,17,2,17,135,1753
Clay,Player1,R,ESP,24.87,R,ITA,25.92,2,10,2,11,107,247
Clay,Player1,R,CRO,38.94,R,USA,21.59,24,17,16,17,90,133
Clay,Player1,L,FRA,18.8,R,ESP,32.27,9,15,1,15,152,131
Clay,Player1,R,SVK,28.38,R,BRA,34.01,9,11,1,11,156,101
Clay,Player1,L,ESP,30.05,L,ECU,25.95,4,14,4,13,21,282
Clay,Player1,L,AUT,27.57,R,DOM,37.51,10,14,5,13,98,86
Clay,Player1,R,FRA,31.43,R,NOR,19.12,6,14,2,15,43,122
Clay,Player1,L,BRA,23.69,L,ITA,27.69,4,17,10,17,118,159
Clay,Player1,R,CHI,22.32,U,ITA,26.14,9,15,10,16,95,135
Clay,Player1,R,ESP,24.87,R,ITA,36.14,0,12,6,12,107,46
Clay,Player1,L,FRA,18.8,R,CRO,38.94,9,18,27,18,152,90
Clay,Player1,R,SVK,28.38,R,ESP,26.57,2,9,0,9,156,10
Clay,Player1,L,ESP,30.05,L,AUT,27.57,1,9,6,9,21,98
Clay,Player1,L,BRA,23.69,R,FRA,31.43,6,14,11,14,118,43
Clay,Player1,R,ESP,24.87,R,CHI,22.32,4,14,14,15,107,95
Clay,Player1,R,SVK,28.38,L,FRA,18.8,0,10,0,9,156,152
Clay,Player1,L,ESP,30.05,L,BRA,23.69,7,16,10,16,21,118
Clay,Player1,R,ESP,24.87,R,SVK,28.38,6,14,3,13,107,156
Clay,Player1,R,ESP,24.87,L,ESP,30.05,5,15,4,14,107,21
Hard,Player1,R,CYP,32.64,R,ITA,25.14,11,10,5,11,123,185
Hard,Player1,R,SVK,25.25,R,MDA,28.24,2,9,2,9,187,89
Hard,Player1,R,SVK,30.26,R,RUS,27.75,8,10,6,10,96,71
Hard,Player1,R,ITA,33.96,R,RUS,35.62,4,10,6,9,77,92
Hard,Player1,R,SLO,30.92,R,SRB,22.68,2,10,6,10,111,88
Hard,Player1,R,ROU,27.3,R,NED,30.84,12,11,0,11,93,42
Hard,Player1,R,POR,28.85,R,BUL,24.53,6,10,4,9,68,340
Hard,Player1,L,GER,22.64,R,TUN,34.05,13,11,5,11,82,110
Hard,Player1,R,BIH,26.57,R,GER,34.34,5,9,4,8,129,72
Hard,Player1,R,SRB,31.99,R,LAT,29.43,2,16,9,14,67,199
Hard,Player1,R,UZB,31.41,U,BUL,16.74,3,10,1,9,74,?
Hard,Player1,L,SVK,28.57,U,CAN,19.52,2,10,8,9,147,1529
Hard,Player1,R,CYP,32.64,L,FRA,29.6,10,14,6,14,123,25
Hard,Player1,R,SVK,25.25,R,SVK,30.26,3,15,8,15,187,96
Hard,Player1,L,LUX,34.75,R,ITA,33.96,23,17,14,17,28,77
Hard,Player1,R,ROU,27.3,R,SLO,30.92,12,8,0,8,93,111
Hard,Player1,L,GER,22.64,R,POR,28.85,9,12,2,12,82,68
Hard,Player1,R,BIH,26.57,R,GER,34.31,8,12,3,12,129,35
Hard,Player1,R,SRB,31.99,R,UZB,31.41,13,16,5,15,67,74
Hard,Player1,R,SUI,32.86,L,SVK,28.57,16,14,10,13,15,147
Hard,Player1,R,SVK,25.25,R,CYP,32.64,4,11,10,11,187,123
Hard,Player1,R,ROU,27.3,L,LUX,34.75,13,10,6,10,93,28
Hard,Player1,R,BIH,26.57,L,GER,22.64,11,15,10,14,129,82
Hard,Player1,R,SUI,32.86,R,SRB,31.99,4,10,9,9,15,67
Hard,Player1,R,ROU,27.3,R,SVK,25.25,8,9,2,9,93,187
Hard,Player1,R,BIH,26.57,R,SUI,32.86,7,11,4,11,129,15
Hard,Player1,R,BIH,26.57,R,ROU,27.3,12,17,19,17,129,93
Clay,Player1,R,ESP,34.69,R,ARG,35.03,2,9,3,9,69,119
Clay,Player1,L,ARG,27.36,R,GER,34.36,3,11,0,11,70,71
Clay,Player1,R,POR,27.22,R,ESP,24.89,4,9,1,9,114,76
Clay,Player1,R,SLO,28.57,L,CZE,24.59,8,7,1,8,51,60
Clay,Player1,L,BRA,30.12,R,ARG,22.84,0,7,0,8,137,276
Clay,Player1,R,ARG,25.49,R,AUT,30.9,3,9,3,10,24,418
Clay,Player1,R,FRA,31.45,R,URU,32.11,0,9,0,8,43,32
Clay,Player1,R,SRB,27.62,L,ARG,27.96,4,10,1,9,88,190
Clay,Player1,R,ARG,30.75,R,BRA,34.03,7,15,1,15,50,105
Clay,Player1,L,ESP,34.25,L,BRA,23.7,5,10,4,10,40,96
Clay,Player1,L,ARG,27.74,R,ARG,25.49,8,14,0,14,59,87
Clay,Player1,L,ARG,32.8,R,ITA,25.37,2,9,5,8,66,102
Clay,Player1,R,ESP,34.69,R,ESP,26.59,4,15,3,16,69,10
Clay,Player1,L,ARG,27.36,R,POR,27.22,1,12,1,12,70,114
Clay,Player1,R,SLO,28.57,L,ESP,30.07,19,14,5,14,51,20
Clay,Player1,R,ARG,25.49,L,BRA,30.12,3,13,4,13,24,137
Clay,Player1,R,FRA,31.45,R,SRB,27.62,1,10,1,9,43,88
Clay,Player1,R,ARG,30.75,R,ITA,30.72,4,9,2,9,50,22
Clay,Player1,L,ARG,27.74,L,ESP,34.25,1,9,5,9,59,40
Clay,Player1,R,AUT,24.44,L,ARG,32.8,4,9,2,10,6,66
Clay,Player1,L,ARG,27.36,R,ESP,34.69,3,11,1,10,70,69
Clay,Player1,R,SLO,28.57,R,ARG,25.49,5,10,0,10,51,24
Clay,Player1,R,FRA,31.45,R,ARG,30.75,3,14,4,14,43,50
Clay,Player1,R,AUT,24.44,L,ARG,27.74,3,11,4,11,6,59
Clay,Player1,R,SLO,28.57,L,ARG,27.36,15,12,1,13,51,70
Clay,Player1,R,AUT,24.44,R,FRA,31.45,3,8,0,7,6,43
Clay,Player1,R,AUT,24.44,R,SLO,28.57,3,9,3,9,6,51
Hard,Player1,R,RUS,35.64,R,AUS,30.21,6,14,10,14,94,79
Hard,Player1,R,CRO,38.96,R,USA,21.34,20,11,8,11,89,58
Hard,Player1,R,USA,25.77,L,USA,28.56,10,11,2,10,44,65
Hard,Player1,R,GER,28.58,R,SLO,30.94,6,9,3,9,63,108
Hard,Player1,R,FRA,31,U,ITA,26.15,9,16,16,16,95,132
Hard,Player1,R,ESP,32.29,R,USA,28.14,6,14,21,14,128,49
Hard,Player1,R,JPN,28.12,R,USA,21.98,3,10,5,11,27,232
Hard,Player1,R,RUS,27.76,R,DOM,37.53,5,10,3,9,72,139
Hard,Player1,R,MDA,28.25,R,USA,24.57,1,10,4,9,91,109
Hard,Player1,R,ISR,32.86,R,RUS,25.97,3,10,1,10,100,61
Hard,Player1,R,USA,20.06,U,USA,17.61,7,14,11,14,98,873
Hard,Player1,R,USA,21.61,R,USA,22.83,12,16,10,15,131,146
Hard,Player1,R,USA,30.35,R,RUS,35.64,13,10,1,9,12,94
Hard,Player1,R,CRO,38.96,R,USA,25.77,16,10,6,10,89,44
Hard,Player1,L,FRA,29.62,R,GER,28.58,4,15,10,14,25,63
Hard,Player1,R,ESP,32.29,R,FRA,31,9,12,7,12,128,95
Hard,Player1,R,JPN,28.12,R,RUS,27.76,7,9,2,9,27,72
Hard,Player1,R,MDA,28.25,R,USA,32.8,1,15,28,15,91,18
Hard,Player1,R,USA,20.06,R,ISR,32.86,6,12,7,13,98,100
Hard,Player1,R,RSA,31.74,R,USA,21.61,22,15,13,16,11,131
Hard,Player1,R,USA,30.35,R,CRO,38.96,11,12,15,12,12,89
Hard,Player1,L,FRA,29.62,R,ESP,32.29,10,15,5,14,25,128
Hard,Player1,R,JPN,28.12,R,MDA,28.25,3,13,1,13,27,91
Hard,Player1,R,RSA,31.74,R,USA,20.06,16,16,7,15,11,98
Hard,Player1,R,USA,30.35,L,FRA,29.62,21,16,9,17,12,25
Hard,Player1,R,RSA,31.74,R,JPN,28.12,23,14,5,14,11,27
Hard,Player1,R,RSA,31.74,R,USA,30.35,16,16,9,15,11,12
Hard,Player1,R,BUL,26.75,R,JPN,29.4,9,11,1,11,5,41
Hard,Player1,R,SRB,25.96,R,CAN,17.51,4,14,14,15,38,168
Hard,Player1,R,BIH,25.73,R,ROU,27.32,4,10,10,10,29,74
Hard,Player1,R,RUS,20.31,R,FRA,23.97,6,11,12,11,34,16
Hard,Player1,R,BEL,27.18,R,FRA,36.06,7,8,2,8,7,101
Hard,Player1,L,ESP,36.4,L,SVK,28.59,15,11,7,10,37,150
Hard,Player1,R,SRB,32.01,R,GER,27.8,14,13,11,14,67,56
Hard,Player1,R,CZE,32.41,L,GER,30.48,6,11,3,10,17,53
Hard,Player1,R,RUS,22,L,LUX,34.77,12,11,11,11,57,28
Hard,Player1,R,FRA,26.91,R,FRA,31.66,3,2,0,2,80,33
Hard,Player1,R,ITA,33.98,R,POR,28.87,4,12,12,13,81,68
Hard,Player1,R,GER,20.82,R,ESP,35.87,4,9,0,10,4,39
Hard,Player1,R,NED,21.62,R,SUI,32.88,2,14,7,13,259,13
Hard,Player1,R,NED,30.86,R,NED,29.4,4,8,4,8,42,352
Hard,Player1,R,GER,34.33,R,RUS,21.73,6,16,11,17,36,48
Hard,Player1,R,SUI,36.51,L,BEL,30.08,6,8,3,7,2,116
Hard,Player1,R,BUL,26.75,R,SRB,25.96,13,12,2,12,5,38
Hard,Player1,R,RUS,20.31,R,BIH,25.73,6,11,1,11,34,29
Hard,Player1,R,BEL,27.18,L,ESP,36.4,9,8,10,8,7,37
Hard,Player1,R,CZE,32.41,R,SRB,32.01,4,8,5,7,17,67
Hard,Player1,R,RUS,22,R,FRA,26.91,4,15,13,16,57,80
Hard,Player1,R,ITA,33.98,R,GER,20.82,3,10,3,9,81,4
Hard,Player1,R,NED,30.86,R,NED,21.62,6,8,2,8,42,259
Hard,Player1,R,SUI,36.51,R,GER,34.33,11,12,5,12,2,36
Hard,Player1,R,BUL,26.75,R,RUS,20.31,12,10,3,9,5,34
Hard,Player1,R,BEL,27.18,R,CZE,32.41,?,?,?,?,7,17
Hard,Player1,R,ITA,33.98,R,RUS,22,15,16,6,15,81,57
Hard,Player1,R,SUI,36.51,R,NED,30.86,6,12,9,12,2,42
Hard,Player1,R,BUL,26.75,R,BEL,27.18,6,5,4,5,5,7
Hard,Player1,R,SUI,36.51,R,ITA,33.98,9,10,7,11,2,81
Hard,Player1,R,SUI,36.51,R,BUL,26.75,3,8,1,8,2,5
Hard,Player1,R,ARG,29.41,R,FRA,31.02,7,9,5,9,10,96
Hard,Player1,R,USA,20.08,R,AUS,30.23,12,12,11,12,91,88
Hard,Player1,R,CRO,30.42,R,RUS,20.68,4,10,2,10,303,131
Hard,Player1,R,KOR,21.75,L,GBR,22.49,1,12,5,13,30,115
Hard,Player1,R,USA,20.31,R,USA,30.37,10,15,9,14,85,12
Hard,Player1,R,RUS,35.66,R,ISR,32.88,2,11,4,11,93,97
Hard,Player1,L,CAN,18.85,R,CRO,38.98,4,12,13,12,46,78
Hard,Player1,R,USA,21.36,R,CAN,29.68,8,10,3,9,57,143
Hard,Player1,R,CAN,27.15,R,JPN,25.06,9,10,3,9,32,105
Hard,Player1,R,USA,28.16,R,RUS,25.99,10,10,2,9,51,77
Hard,Player1,L,USA,28.58,R,IND,23.28,1,7,2,8,75,140
Hard,Player1,R,RUS,27.78,R,BAR,25.82,6,9,1,9,76,188
Hard,Player1,R,USA,32.82,R,MDA,28.27,21,16,1,15,18,87
Hard,Player1,R,GER,28.6,R,SVK,30.3,10,14,11,14,64,98
Hard,Player1,U,USA,20.48,R,USA,25.79,15,12,5,12,228,58
Hard,Player1,R,USA,25.4,L,AUS,28.21,2,10,6,10,8,225
Hard,Player1,R,USA,20.08,R,ARG,29.41,17,17,13,17,91,10
Hard,Player1,R,KOR,21.75,R,CRO,30.42,1,11,5,11,30,303
Hard,Player1,R,USA,20.31,R,RUS,35.66,13,13,6,13,85,93
Hard,Player1,L,CAN,18.85,R,USA,21.36,13,16,6,16,46,57
Hard,Player1,R,USA,28.16,R,CAN,27.15,4,9,11,9,51,32
Hard,Player1,R,RUS,27.78,L,USA,28.58,5,11,6,10,76,75
Hard,Player1,R,GER,28.6,R,USA,32.82,6,18,30,18,64,18
Hard,Player1,U,USA,20.48,R,USA,25.4,17,16,4,15,228,8
Hard,Player1,R,USA,20.08,R,KOR,21.75,14,16,8,16,91,30
Hard,Player1,L,CAN,18.85,R,USA,20.31,9,11,1,11,46,85
Hard,Player1,R,USA,28.16,R,RUS,27.78,9,9,3,8,51,76
Hard,Player1,R,GER,28.6,U,USA,20.48,7,11,15,10,64,228
Hard,Player1,R,USA,20.08,L,CAN,18.85,3,11,8,11,91,46
Hard,Player1,R,GER,28.6,R,USA,28.16,6,11,15,10,64,51
Hard,Player1,R,USA,20.08,R,GER,28.6,13,9,2,8,91,64
Hard,Player1,R,BLR,23.99,R,SRB,22.72,1,8,2,8,193,90
Hard,Player1,R,FRA,36.08,R,GRE,19.52,10,12,10,12,100,80
Hard,Player1,L,LUX,34.78,R,UKR,32.12,15,11,11,10,28,118
Hard,Player1,R,FRA,26.93,R,SVK,27.52,9,10,8,10,99,136
Hard,Player1,R,FRA,33.15,L,GER,22.68,5,12,3,12,66,70
Hard,Player1,R,SRB,25.98,R,POR,28.89,6,15,6,14,36,71
Hard,Player1,R,BIH,25.75,R,KAZ,30.15,7,16,2,15,29,89
Hard,Player1,R,ITA,28.74,R,CAN,17.53,1,10,7,9,81,167
Hard,Player1,U,ITA,26.17,U,FRA,17.4,7,8,4,8,129,1341
Hard,Player1,R,RUS,21.75,L,BEL,30.1,15,10,8,11,47,113
Hard,Player1,L,GER,30.5,R,SLO,30.96,6,10,2,10,53,109
Hard,Player1,R,FRA,36.17,R,TUN,34.08,6,9,3,10,56,116
Hard,Player1,R,BLR,23.99,R,SUI,32.9,3,6,3,6,193,13
