@relation atp_matches_2018

@attribute surface {Hard,Clay,Grass}
@attribute winner {Player1,Player2}
@attribute winner_hand {R,L,U}
@attribute winner_ioc {USA,UZB,AUS,GER,UKR,ARG,KOR,GBR,BUL,CRO,RUS,ESP,ITA,BIH,FRA,GRE,SLO,AUT,BRA,SRB,KAZ,HUN,CHI,NED,BLR,IND,RSA,CAN,URU,POR,CZE,SVK,LTU,LUX,NOR,TUN,CYP,BEL,JPN,SUI,ECU,NZL,CHN,COL,DOM,PAK,ISR,SWE,PER,EGY,ESA,EST,ALG,MAR,HKG,DEN,IRL,LIB,TPE,PHI,INA,MEX,ROU,POL,SRI,THA,FIN,ZIM,TUR,VEN,GUA,MDA,LAT}
@attribute winner_age numeric
@attribute loser_hand {R,L,U}
@attribute loser_ioc {ARG,AUS,BIH,USA,LUX,CAN,GER,KOR,UZB,UKR,GBR,BUL,ESP,ITA,ISR,QAT,AUT,SRB,CZE,DOM,TUN,RUS,FRA,SLO,CRO,GRE,BEL,ROU,MDA,IND,BRA,HUN,CHI,BLR,KAZ,NED,RSA,JPN,CHN,NZL,NOR,URU,POR,SVK,LTU,SWE,CYP,SUI,ECU,BAR,BOL,PER,ESA,EST,GEO,IRI,IRL,DEN,TPE,LIB,INA,PHI,PUR,POL,THA,SRI,FIN,TUR,ZIM,GUA,VEN,LAT,MEX,COL,PAK,EGY,HKG,MAR,ALG,MON}
@attribute loser_age numeric
@attribute w_ace numeric
@attribute w_SvGms numeric
@attribute l_ace numeric
@attribute l_SvGms numeric
@attribute winner_rank numeric
@attribute loser_rank numeric

@data
Hard,Player1,R,FRA,36.08,L,LUX,34.78,8,13,17,14,100,28
Hard,Player1,R,FRA,23.99,R,FRA,26.93,10,15,15,16,16,99
Hard,Player1,R,SRB,25.98,R,FRA,33.15,2,9,4,9,36,66
Hard,Player1,R,BIH,25.75,R,ITA,28.74,8,18,2,18,29,81
Hard,Player1,R,CZE,32.42,U,ITA,26.17,12,16,18,17,17,129
Hard,Player1,R,RUS,21.75,L,GER,30.5,4,8,5,7,47,53
Hard,Player1,R,FRA,36.17,R,ESP,29.85,25,12,7,12,56,22
Hard,Player1,R,BLR,23.99,R,FRA,36.08,13,16,5,15,193,100
Hard,Player1,R,FRA,23.99,R,SRB,25.98,20,15,9,16,16,36
Hard,Player1,R,CZE,32.42,R,BIH,25.75,5,6,0,6,17,29
Hard,Player1,R,RUS,21.75,R,FRA,36.17,16,10,6,10,47,56
Hard,Player1,R,FRA,23.99,R,BLR,23.99,10,11,8,10,16,193
Hard,Player1,R,RUS,21.75,R,CZE,32.42,8,8,3,9,47,17
Hard,Player1,R,RUS,21.75,R,FRA,23.99,16,16,13,17,47,16
Clay,Player1,R,AUT,24.46,R,SRB,27.64,2,10,1,10,6,84
Clay,Player1,R,ESP,32.07,L,AUT,27.61,0,10,0,10,1821,110
Clay,Player1,R,ARG,25.51,R,DOM,37.55,1,9,2,9,86,138
Clay,Player1,L,ESP,34.26,R,ARG,30.77,4,13,4,13,40,49
Clay,Player1,R,ESP,26.61,R,ITA,25.39,0,8,2,9,11,102
Clay,Player1,R,SLO,28.59,R,AUT,30.92,6,9,4,9,43,417
Clay,Player1,R,USA,26.58,R,ESP,24.91,8,12,0,12,60,72
Clay,Player1,R,ITA,30.74,L,BRA,30.14,4,16,3,16,21,123
Clay,Player1,R,URU,32.13,L,BRA,23.72,11,17,9,16,33,104
Clay,Player1,R,POR,27.24,L,ARG,27.76,4,17,3,17,114,55
Clay,Player1,R,CHI,22.36,R,ESP,34.71,4,11,7,10,94,67
Clay,Player1,L,ESP,30.09,R,BRA,34.05,2,14,3,14,19,106
Clay,Player1,R,ARG,25.51,R,NOR,19.16,1,2,0,3,23,120
Clay,Player1,L,ARG,27.38,L,CZE,24.61,5,6,2,7,63,61
Clay,Player1,R,FRA,31.47,L,ARG,32.82,10,17,5,16,39,68
Clay,Player1,R,CRO,29.39,R,ARG,35.04,4,9,1,8,3,139
Clay,Player1,R,AUT,24.46,R,ESP,32.07,1,3,0,3,6,1821
Clay,Player1,L,ESP,34.26,R,ARG,25.51,7,13,3,13,40,86
Clay,Player1,R,SLO,28.59,R,ESP,26.61,9,14,2,14,43,11
Clay,Player1,R,ITA,30.74,R,USA,26.58,1,16,9,16,21,60
Clay,Player1,R,URU,32.13,R,POR,27.24,1,10,1,9,33,114
Clay,Player1,R,CHI,22.36,L,ESP,30.09,6,11,1,10,94,19
Clay,Player1,R,ARG,25.51,L,ARG,27.38,1,9,2,8,23,63
Clay,Player1,R,FRA,31.47,R,CRO,29.39,8,10,2,11,39,3
Clay,Player1,L,ESP,34.26,R,AUT,24.46,4,8,6,8,40,6
Clay,Player1,R,ITA,30.74,R,SLO,28.59,1,14,3,14,21,43
Clay,Player1,R,CHI,22.36,R,URU,32.13,4,11,2,10,94,33
Clay,Player1,R,ARG,25.51,R,FRA,31.47,3,10,5,9,23,39
Clay,Player1,L,ESP,34.26,R,ITA,30.74,1,9,0,10,40,21
Clay,Player1,R,ARG,25.51,R,CHI,22.36,6,10,6,10,23,94
Clay,Player1,R,ARG,25.51,L,ESP,34.26,2,9,3,8,23,40
Hard,Player1,R,GER,20.85,R,USA,22.87,7,11,1,10,5,140
Hard,Player1,R,GER,28.62,U,MEX,22.55,8,9,1,8,51,828
Hard,Player1,R,ARG,25.53,L,ESP,34.28,3,9,6,9,18,27
Hard,Player1,R,USA,25.81,R,USA,32.84,8,11,17,10,60,19
Hard,Player1,R,AUT,24.48,L,GBR,22.51,8,17,4,16,6,113
Hard,Player1,L,CAN,18.87,R,JPN,28.16,11,14,0,14,45,26
Hard,Player1,R,ESP,35.9,R,RUS,20.35,0,10,2,9,39,32
Hard,Player1,R,ARG,29.43,L,GER,30.52,4,8,5,7,9,54
Hard,Player1,R,RSA,31.78,R,MDA,28.29,11,9,2,10,8,86
Hard,Player1,L,FRA,29.66,R,LTU,27.69,2,9,1,10,24,108
Hard,Player1,R,KOR,21.77,L,USA,28.6,3,10,1,9,29,89
Hard,Player1,R,USA,21.65,R,USA,25.42,12,12,9,12,123,10
Hard,Player1,R,AUS,30.25,R,USA,30.39,6,14,9,14,87,11
Hard,Player1,R,USA,21.38,R,RUS,26.01,5,6,0,7,59,84
Hard,Player1,R,AUS,21.88,R,RUS,20.7,7,9,4,10,199,142
Hard,Player1,L,ESP,36.44,R,JPN,25.08,18,15,6,14,38,107
Hard,Player1,R,GER,20.85,R,GER,28.62,7,11,4,10,5,51
Hard,Player1,R,USA,25.81,R,ARG,25.53,9,16,8,15,60,18
Hard,Player1,R,AUT,24.48,L,CAN,18.87,4,8,2,9,6,45
Hard,Player1,R,ARG,29.43,R,ESP,35.9,9,15,0,14,9,39
Hard,Player1,R,RSA,31.78,L,FRA,29.66,10,10,2,9,8,24
Hard,Player1,R,KOR,21.77,R,USA,21.65,6,8,3,8,29,123
Hard,Player1,R,USA,21.38,R,AUS,30.25,2,8,2,8,59,87
Hard,Player1,L,ESP,36.44,R,AUS,21.88,8,10,15,9,38,199
Hard,Player1,R,GER,20.85,R,USA,25.81,3,8,2,9,5,60
Hard,Player1,R,ARG,29.43,R,AUT,24.48,8,10,9,10,9,6
Hard,Player1,R,RSA,31.78,R,KOR,21.77,18,11,2,11,8,29
Hard,Player1,R,USA,21.38,L,ESP,36.44,9,8,5,8,59,38
Hard,Player1,R,ARG,29.43,R,GER,20.85,6,9,10,9,9,5
Hard,Player1,R,RSA,31.78,R,USA,21.38,18,14,4,14,8,59
Hard,Player1,R,ARG,29.43,R,RSA,31.78,12,10,11,10,9,8
Hard,Player1,R,FRA,24.01,R,LAT,29.49,7,10,4,10,15,195
Hard,Player1,R,RUS,21.77,R,UZB,31.47,14,12,7,12,41,81
Hard,Player1,R,GER,27.84,R,AUT,30.93,13,9,5,9,56,417
Hard,Player1,R,JPN,29.44,R,BLR,24.01,2,9,5,10,42,147
Hard,Player1,R,BIH,25.77,U,GER,28.33,0,10,1,9,30,138
Hard,Player1,R,RUS,27.8,R,SLO,30.98,8,10,4,9,74,116
Hard,Player1,R,CYP,32.7,R,SRB,32.04,5,10,5,10,112,66
Hard,Player1,R,SRB,26,R,ITA,28.76,8,11,1,11,34,78
Hard,Player1,R,CRO,21.28,R,FRA,31.69,6,10,5,9,50,37
Hard,Player1,R,FRA,28.8,L,JPN,22.42,15,15,2,14,46,179
Hard,Player1,R,FRA,26.95,R,POR,28.91,7,16,5,16,99,72
Hard,Player1,R,ESP,29.87,R,GER,34.4,3,10,2,9,23,70
Hard,Player1,R,GER,34.37,R,FRA,29.71,5,9,6,9,33,159
Hard,Player1,R,GRE,19.54,R,KAZ,30.17,16,14,5,15,82,88
Hard,Player1,R,NED,30.89,R,FRA,21.34,2,15,13,15,43,115
Hard,Player1,R,TUN,34.1,R,BUL,26.78,5,16,14,16,117,4
Hard,Player1,R,FRA,24.01,R,RUS,21.77,7,14,7,14,15,41
Hard,Player1,R,JPN,29.44,R,GER,27.84,4,11,12,11,42,56
Hard,Player1,R,RUS,27.8,R,BIH,25.77,1,7,4,7,74,30
Hard,Player1,R,SRB,26,R,CYP,32.7,5,11,9,11,34,112
Hard,Player1,R,CRO,21.28,R,FRA,28.8,1,8,2,9,50,46
Hard,Player1,R,ESP,29.87,R,FRA,26.95,3,15,9,14,23,99
Hard,Player1,R,GRE,19.54,R,GER,34.37,8,15,3,14,82,33
Hard,Player1,R,TUN,34.1,R,NED,30.89,6,12,8,12,117,43
Hard,Player1,R,FRA,24.01,R,JPN,29.44,14,13,5,13,15,42
Hard,Player1,R,SRB,26,R,RUS,27.8,4,7,2,8,34,74
Hard,Player1,R,ESP,29.87,R,CRO,21.28,2,11,6,11,23,50
Hard,Player1,R,TUN,34.1,R,GRE,19.54,6,14,8,14,117,82
Hard,Player1,R,FRA,24.01,R,SRB,26,16,17,6,16,15,34
Hard,Player1,R,ESP,29.87,R,TUN,34.1,3,10,2,9,23,117
Hard,Player1,R,ESP,29.87,R,FRA,24.01,1,10,4,9,23,15
Clay,Player1,R,POR,24.39,R,ARG,25.95,1,16,0,16,194,170
Clay,Player1,R,ESP,34.73,L,AUT,27.62,3,14,7,14,67,109
Clay,Player1,L,ARG,27.39,R,ESP,24.93,3,10,3,10,65,79
Clay,Player1,R,AUT,21.79,R,ITA,25.41,10,9,2,9,143,103
Clay,Player1,R,ARG,35.06,R,BRA,17.97,2,13,3,13,131,620
Clay,Player1,R,ARG,30.79,R,POR,27.26,6,18,5,18,49,102
Clay,Player1,R,BRA,34.06,R,USA,26.6,2,8,4,8,106,58
Clay,Player1,R,ARG,25.53,R,DOM,37.57,2,11,2,10,96,149
Clay,Player1,L,ARG,32.84,L,BRA,30.16,7,15,8,15,69,132
Clay,Player1,L,ARG,27.78,L,FRA,18.86,3,12,0,13,57,135
Clay,Player1,R,CHI,22.38,R,SRB,27.66,4,14,3,15,73,91
Clay,Player1,R,BRA,25.16,L,BRA,23.74,14,14,9,14,225,125
Clay,Player1,R,ITA,30.76,R,POR,24.39,0,9,1,10,20,194
Clay,Player1,R,ESP,34.73,L,ARG,27.39,6,16,9,16,67,65
Clay,Player1,R,URU,32.15,R,AUT,21.79,3,11,5,11,31,143
Clay,Player1,R,ARG,30.79,R,ARG,35.06,6,11,3,11,49,131
Clay,Player1,R,BRA,34.06,R,ARG,25.53,1,9,2,9,106,96
Clay,Player1,L,ARG,32.84,R,FRA,31.49,2,14,16,13,69,35
Clay,Player1,R,CHI,22.38,L,ARG,27.78,10,17,14,17,73,57
Clay,Player1,L,ESP,30.11,R,BRA,25.16,14,10,4,9,22,225
Clay,Player1,R,ITA,30.76,R,ESP,34.73,3,9,4,9,20,67
Clay,Player1,R,URU,32.15,R,ARG,30.79,6,16,7,16,31,49
Clay,Player1,L,ARG,32.84,R,BRA,34.06,11,15,3,15,69,106
Clay,Player1,R,CHI,22.38,L,ESP,30.11,15,17,3,17,73,22
Clay,Player1,R,ITA,30.76,R,URU,32.15,3,9,1,9,20,31
Clay,Player1,R,CHI,22.38,L,ARG,32.84,20,16,9,16,73,69
Clay,Player1,R,ITA,30.76,R,CHI,22.38,2,12,6,12,20,73
Hard,Player1,R,HUN,26.07,R,SRB,32.06,0,9,2,10,65,68
Hard,Player1,R,USA,30.18,R,SRB,22.76,2,9,1,8,126,90
Hard,Player1,R,FRA,26.97,R,FRA,33.19,14,17,1,16,93,70
Hard,Player1,R,FRA,31.51,R,AUS,30.27,6,9,1,9,42,78
Hard,Player1,R,JPN,25.1,L,GBR,22.53,5,12,2,11,109,111
Hard,Player1,R,ARG,30.81,R,DOM,37.59,7,14,2,13,47,153
Hard,Player1,R,USA,26.62,R,RUS,26.03,5,6,0,6,59,83
Hard,Player1,R,AUS,19.04,R,GER,27.86,1,16,9,17,141,56
Hard,Player1,R,POR,28.93,R,RUS,35.69,7,16,3,16,85,95
Hard,Player1,R,CAN,17.57,R,CAN,27.7,11,10,2,10,169,75
Hard,Player1,R,ISR,32.92,R,GER,28.64,2,10,7,10,97,50
Hard,Player1,R,CYP,32.71,L,JPN,22.44,15,17,2,16,102,255
Hard,Player1,R,IND,25.67,R,FRA,36.12,3,10,1,11,110,101
Hard,Player1,L,GER,30.54,R,KAZ,30.19,5,13,2,13,53,89
Hard,Player1,R,USA,21.67,R,USA,20.12,5,11,5,10,117,64
Hard,Player1,R,ITA,28.77,L,USA,27.54,0,10,8,10,77,166
Hard,Player1,R,RUS,27.82,R,RUS,21.79,3,14,8,14,76,41
Hard,Player1,R,ARG,25.55,L,CZE,24.65,1,11,4,10,94,63
Hard,Player1,R,RUS,22.06,R,USA,28.19,10,11,2,11,57,52
Hard,Player1,L,ARG,32.85,R,JPN,29.46,5,17,9,17,66,40
Hard,Player1,R,USA,21.4,L,USA,25.94,5,14,0,13,48,200
Hard,Player1,R,CRO,21.3,L,USA,28.62,6,7,1,7,49,99
Hard,Player1,R,USA,20.35,U,USA,20.52,5,16,19,16,74,199
Hard,Player1,L,ESP,34.3,L,ARG,27.8,3,11,9,12,39,60
Hard,Player1,R,GRE,19.56,R,MDA,28.31,4,10,0,10,71,88
Hard,Player1,L,CAN,18.89,R,LTU,27.7,6,10,0,9,44,106
Hard,Player1,R,SRB,27.68,R,SVK,30.34,1,10,7,10,91,103
Hard,Player1,L,GER,22.72,R,CRO,39.01,20,17,25,16,73,80
Hard,Player1,R,FRA,31.06,R,FRA,36.21,12,11,3,11,100,58
Hard,Player1,R,CAN,29.72,R,ROU,27.38,1,18,25,18,134,81
Hard,Player1,R,USA,24.14,R,FRA,28.82,1,13,15,14,231,46
Hard,Player1,L,ARG,27.41,R,USA,25.83,3,15,4,15,67,54
Hard,Player1,R,CRO,29.43,R,HUN,26.07,2,11,2,10,3,65
Hard,Player1,R,GER,34.38,R,USA,30.18,0,13,4,14,37,126
Hard,Player1,R,FRA,26.97,L,LUX,34.82,5,11,6,10,93,27
Hard,Player1,R,FRA,31.51,R,USA,32.86,8,18,15,18,42,18
Hard,Player1,R,JPN,25.1,R,SRB,30.79,1,15,4,14,109,13
Hard,Player1,R,ARG,30.81,L,BEL,30.14,8,9,2,8,47,113
Hard,Player1,R,ESP,35.92,R,USA,26.62,2,10,3,10,33,59
Hard,Player1,R,ARG,29.45,R,AUS,19.04,5,8,0,7,8,141
Hard,Player1,R,POR,28.93,R,GER,20.87,1,17,14,17,85,5
Hard,Player1,R,CAN,27.19,R,CAN,17.57,9,10,2,10,38,169
Hard,Player1,R,ISR,32.92,R,GBR,23.15,3,10,2,10,97,24
Hard,Player1,R,CYP,32.71,R,ARG,25.55,3,11,2,11,102,17
Hard,Player1,R,IND,25.67,R,FRA,24.03,2,10,6,10,110,12
Hard,Player1,R,USA,30.41,L,GER,30.54,14,11,6,11,21,53
Hard,Player1,L,ESP,36.45,R,USA,21.67,16,9,5,10,32,117
Hard,Player1,R,USA,25.44,R,ITA,28.77,7,10,0,10,10,77
Hard,Player1,R,RSA,31.8,R,RUS,27.82,17,11,4,11,9,76
Hard,Player1,R,ARG,25.55,R,BIH,25.79,4,13,0,12,94,30
Hard,Player1,R,RUS,22.06,U,ITA,21.89,6,17,7,17,57,108
Hard,Player1,R,ESP,26.65,L,ARG,32.85,10,15,4,15,14,66
Hard,Player1,R,ESP,29.89,R,USA,21.4,2,9,3,9,16,48
Hard,Player1,R,CRO,21.3,L,ESP,30.13,2,7,2,8,49,22
Hard,Player1,R,USA,20.35,R,RUS,20.37,9,11,1,11,74,31
Hard,Player1,L,ESP,34.3,R,BUL,26.8,12,16,2,15,39,4
Hard,Player1,R,AUT,24.5,R,GRE,19.56,10,13,4,13,6,71
Hard,Player1,R,URU,32.17,L,CAN,18.89,2,11,10,10,34,44
Hard,Player1,R,KOR,21.79,R,SRB,27.68,4,15,3,15,26,91
Hard,Player1,R,CZE,32.46,L,GER,22.72,7,9,2,8,15,73
Hard,Player1,R,FRA,31.06,R,ITA,30.78,14,16,3,16,100,19
Hard,Player1,L,FRA,29.68,R,CAN,29.72,5,9,0,8,23,134
Hard,Player1,R,SRB,26.02,R,USA,24.14,3,8,2,8,28,231
Hard,Player1,R,SUI,36.57,L,ARG,27.41,5,11,2,10,1,67
Hard,Player1,R,GER,34.38,R,CRO,29.43,2,10,5,10,37,3
Hard,Player1,R,FRA,26.97,R,FRA,31.51,1,6,0,6,93,42
Hard,Player1,R,ARG,30.81,R,JPN,25.1,7,9,0,8,47,109
Hard,Player1,R,ARG,29.45,R,ESP,35.92,6,11,4,11,8,33
Hard,Player1,R,CAN,27.19,R,POR,28.93,12,15,7,15,38,85
Hard,Player1,R,CYP,32.71,R,ISR,32.92,9,11,1,11,102,97
Hard,Player1,R,USA,30.41,R,IND,25.67,17,16,4,16,21,110
Hard,Player1,L,ESP,36.45,R,USA,25.44,15,16,13,16,32,10
Hard,Player1,R,RSA,31.8,R,ARG,25.55,22,12,1,12,9,94
Hard,Player1,R,ESP,26.65,R,RUS,22.06,6,10,8,9,14,57
Hard,Player1,R,CRO,21.3,R,ESP,29.89,6,8,1,8,49,16
Hard,Player1,R,USA,20.35,L,ESP,34.3,4,15,7,15,74,39
Hard,Player1,R,URU,32.17,R,AUT,24.5,3,12,5,13,34,6
Hard,Player1,R,KOR,21.79,R,CZE,32.46,7,10,12,10,26,15
Hard,Player1,R,FRA,31.06,L,FRA,29.68,11,15,7,14,100,23
Hard,Player1,R,SUI,36.57,R,SRB,26.02,6,8,0,7,1,28
Hard,Player1,R,GER,34.38,R,FRA,26.97,3,11,6,11,37,93
Hard,Player1,R,ARG,29.45,R,ARG,30.81,6,14,8,16,8,47
Hard,Player1,R,CAN,27.19,R,CYP,32.71,?,?,?,?,38,102
Hard,Player1,R,USA,30.41,L,ESP,36.45,14,10,4,9,21,32
Hard,Player1,R,RSA,31.8,R,ESP,26.65,16,16,2,15,9,14
Hard,Player1,R,CRO,21.3,R,USA,20.35,9,15,5,15,49,74
Hard,Player1,R,KOR,21.79,R,URU,32.17,3,8,3,8,26,34
Hard,Player1,R,SUI,36.57,R,FRA,31.06,2,11,4,11,1,100
Hard,Player1,R,ARG,29.45,R,GER,34.38,5,14,2,14,8,37
Hard,Player1,R,CAN,27.19,R,USA,30.41,17,15,9,14,38,21
Hard,Player1,R,CRO,21.3,R,RSA,31.8,4,15,16,15,49,9
Hard,Player1,R,SUI,36.57,R,KOR,21.79,12,10,0,9,1,26
Hard,Player1,R,ARG,29.45,R,CAN,27.19,3,8,6,9,8,38
Hard,Player1,R,SUI,36.57,R,CRO,21.3,5,16,3,16,1,49
Hard,Player1,R,ARG,29.45,R,SUI,36.57,8,17,10,17,8,1
Hard,Player1,R,FRA,27,R,USA,20.39,3,11,4,11,81,71
Hard,Player1,R,CAN,27.74,R,CRO,39.05,5,12,15,12,77,79
Hard,Player1,R,RUS,35.73,L,ARG,27.84,2,12,6,12,102,61
Hard,Player1,L,CZE,24.69,R,SVK,30.37,8,11,7,10,64,104
Hard,Player1,R,USA,20.19,R,USA,21.87,3,15,13,15,176,284
Hard,Player1,R,AUS,30.31,R,FRA,33.22,7,17,4,16,76,72
Hard,Player1,R,USA,21.44,R,CYP,32.75,2,10,3,9,49,82
Hard,Player1,R,POR,28.97,R,USA,25.86,4,12,9,12,80,53
Hard,Player1,L,GER,22.76,R,HUN,26.11,2,10,5,10,73,60
Hard,Player1,R,FRA,31.1,R,BRA,34.12,10,11,2,10,90,115
Hard,Player1,R,SWE,19.52,R,GER,27.9,3,14,6,14,407,56
Hard,Player1,R,CHI,22.44,L,GBR,22.57,8,10,3,10,65,105
Hard,Player1,R,FRA,28.86,L,GER,30.57,8,11,7,11,47,55
Hard,Player1,L,GBR,24.2,R,USA,24.67,2,10,1,11,169,109
Hard,Player1,R,AUS,28.76,R,GER,28.68,0,14,5,14,96,50
Hard,Player1,R,NED,30.95,R,JPN,29.5,8,13,1,13,44,43
Hard,Player1,R,IND,25.71,R,BIH,26.69,2,10,0,11,107,75
Hard,Player1,R,ARG,30.84,L,USA,28.65,6,14,2,13,45,110
Hard,Player1,L,CAN,18.93,R,SRB,32.1,7,17,2,16,46,68
Hard,Player1,R,MDA,28.35,R,LTU,27.74,5,15,2,14,93,103
Hard,Player1,R,ESP,18,R,BAR,25.89,3,11,2,11,211,172
Hard,Player1,R,SRB,27.72,L,ARG,32.89,5,15,7,16,108,66
Hard,Player1,R,RUS,27.86,R,SLO,28.67,1,11,9,11,88,48
Hard,Player1,R,RUS,22.1,R,GRE,19.6,6,13,6,13,52,70
Hard,Player1,R,RUS,26.07,R,ITA,28.81,2,14,1,13,89,86
Hard,Player1,R,ROU,27.42,R,KAZ,30.23,11,11,2,11,84,83
Hard,Player1,R,USA,20.16,R,ARG,25.59,5,11,4,10,63,87
Hard,Player1,L,JPN,22.48,R,AUS,19.08,0,9,2,9,374,130
Hard,Player1,R,UZB,31.53,R,SRB,18.55,5,11,1,11,85,179
Hard,Player1,R,USA,28.23,R,DOM,37.63,6,9,4,9,54,152
Hard,Player1,R,ESP,34.79,R,USA,26.66,3,12,10,12,69,58
Hard,Player1,R,AUS,21.94,R,FRA,23.14,2,8,11,7,175,150
Hard,Player1,R,CRO,29.47,R,FRA,27,6,10,6,11,3,81
Hard,Player1,R,CAN,27.74,R,RUS,20.41,4,11,1,11,77,34
Hard,Player1,R,RUS,35.73,L,LUX,34.86,2,14,15,14,102,28
Hard,Player1,R,USA,32.9,L,CZE,24.69,14,14,7,14,17,64
Hard,Player1,R,USA,20.19,R,ESP,29.93,4,15,6,15,176,15
Hard,Player1,R,KOR,21.83,R,AUS,30.31,5,10,5,11,23,76
Hard,Player1,R,USA,21.44,L,ESP,36.49,6,9,11,9,49,32
Hard,Player1,R,POR,28.97,R,BEL,27.28,2,7,2,6,80,9
Hard,Player1,R,BUL,26.84,L,GER,22.76,4,13,1,12,4,73
Hard,Player1,R,FRA,31.1,R,FRA,31.75,9,10,3,9,90,37
Hard,Player1,R,CAN,27.23,R,SWE,19.52,16,9,4,9,25,407
Hard,Player1,R,ARG,25.59,R,CHI,22.44,3,8,4,8,16,65
Hard,Player1,R,FRA,28.86,R,SRB,30.83,9,9,2,10,47,12
Hard,Player1,R,SRB,26.06,L,GBR,24.2,1,8,3,9,27,169
Hard,Player1,R,JPN,28.22,R,AUS,28.76,3,16,9,15,33,96
Hard,Player1,R,ARG,29.48,R,NED,30.95,5,15,3,15,6,44
Hard,Player1,R,USA,25.48,R,IND,25.71,4,11,2,10,11,107
Hard,Player1,R,CRO,21.34,R,ARG,30.84,5,16,10,15,36,45
Hard,Player1,L,CAN,18.93,R,BIH,25.83,8,10,1,9,46,30
Hard,Player1,R,USA,30.45,R,MDA,28.35,8,10,0,9,14,93
Hard,Player1,R,ITA,30.82,R,ESP,18,3,9,0,9,18,211
Hard,Player1,R,AUS,22.89,R,SRB,27.72,7,8,3,9,20,108
Hard,Player1,R,ESP,35.96,R,RUS,27.86,0,8,0,8,35,88
Hard,Player1,R,GER,20.91,R,RUS,22.1,7,14,8,15,5,52
Hard,Player1,R,RSA,31.84,R,RUS,26.07,16,10,5,9,8,89
Hard,Player1,R,RUS,21.83,R,ROU,27.42,1,11,6,10,41,84
Hard,Player1,R,USA,20.16,R,GBR,23.19,15,17,7,17,63,26
Hard,Player1,R,CZE,32.5,L,JPN,22.48,4,9,0,8,13,374
Hard,Player1,R,ESP,26.69,R,UZB,31.53,2,6,0,7,19,85
Hard,Player1,R,USA,28.23,L,FRA,29.72,7,9,1,9,54,22
Hard,Player1,L,ESP,34.34,R,ESP,34.79,5,12,2,12,39,69
Hard,Player1,R,AUS,21.94,R,SUI,36.61,7,15,9,15,175,1
Hard,Player1,R,CRO,29.47,R,CAN,27.74,6,12,5,12,3,77
Hard,Player1,R,USA,32.9,R,RUS,35.73,9,10,0,9,17,102
Hard,Player1,R,KOR,21.83,R,USA,20.19,3,7,3,7,23,176
Hard,Player1,R,POR,28.97,R,USA,21.44,6,13,4,13,80,49
Hard,Player1,R,FRA,31.1,R,BUL,26.84,5,10,3,10,90,4
Hard,Player1,R,CAN,27.23,R,ARG,25.59,10,10,0,11,25,16
Hard,Player1,R,SRB,26.06,R,FRA,28.86,2,9,9,9,27,47
Hard,Player1,R,ARG,29.48,R,JPN,28.22,6,8,2,8,6,33
Hard,Player1,R,CRO,21.34,R,USA,25.48,3,16,2,17,36,11
Hard,Player1,L,CAN,18.93,R,USA,30.45,4,15,4,16,46,14
Hard,Player1,R,AUS,22.89,R,ITA,30.82,9,9,2,9,20,18
Hard,Player1,R,GER,20.91,R,ESP,35.96,6,13,1,13,5,35
Hard,Player1,R,RSA,31.84,R,RUS,21.83,8,14,7,13,8,41
Hard,Player1,R,USA,20.16,R,CZE,32.5,7,16,9,16,63,13
Hard,Player1,R,ESP,26.69,R,USA,28.23,4,10,2,10,19,54
Hard,Player1,L,ESP,34.34,R,AUS,21.94,13,16,9,15,39,175
Hard,Player1,R,USA,32.9,R,CRO,29.47,12,11,3,10,17,3
Hard,Player1,R,KOR,21.83,R,POR,28.97,0,9,3,10,23,80
Hard,Player1,R,CAN,27.23,R,FRA,31.1,12,9,4,10,25,90
Hard,Player1,R,ARG,29.48,R,SRB,26.06,7,9,1,9,6,27
Hard,Player1,R,CRO,21.34,L,CAN,18.93,1,16,6,16,36,46
Hard,Player1,R,GER,20.91,R,AUS,22.89,5,10,11,10,5,20
Hard,Player1,R,RSA,31.84,R,USA,20.16,9,11,4,11,8,63
Hard,Player1,R,ESP,26.69,L,ESP,34.34,2,8,2,7,19,39
Hard,Player1,R,USA,32.9,R,KOR,21.83,13,9,3,8,17,23
Hard,Player1,R,ARG,29.48,R,CAN,27.23,6,18,18,18,6,25
Hard,Player1,R,GER,20.91,R,CRO,21.34,8,10,2,10,5,36
Hard,Player1,R,ESP,26.69,R,RSA,31.84,6,17,14,17,19,8
Hard,Player1,R,USA,32.9,R,ARG,29.48,13,10,4,9,17,6
Hard,Player1,R,GER,20.91,R,ESP,26.69,10,10,3,10,5,19
Hard,Player1,R,USA,32.9,R,GER,20.91,18,16,10,16,17,5
Clay,Player1,R,CHI,22.49,R,ARG,25.64,8,15,2,15,64,87
Clay,Player1,R,ARG,25.64,R,CHI,21.85,3,16,2,16,15,217
Clay,Player1,R,ARG,25.64,R,CHI,22.49,0,10,1,10,15,64
Clay,Player1,L,ARG,27.89,R,CHI,21.85,10,11,2,10,63,217
Hard,Player1,R,AUT,24.61,R,RUS,20.46,6,11,4,11,195,35
Hard,Player1,R,RUS,22.15,R,AUT,21.9,8,8,1,7,49,141
Hard,Player1,L,AUT,36.87,R,RUS,27.91,7,14,8,13,586,85
Clay,Player1,R,BIH,25.88,R,SVK,27.65,1,9,2,8,32,147
Clay,Player1,L,SVK,28.74,R,BIH,26.74,8,10,7,9,130,95
